Customer_ID,Expected_Remaining_Lifetime,MonthlyCharges,Expected_Remaining_LTV
4385-GZQXV,11.331161766887945,94.45,1070.2282288825663
6366-ZGQGL,32.92874043306829,24.8,816.6327627400937
5940-AHUHD,12.943288068517573,70.6,913.7961376373406
8645-KWHJO,25.767195197007553,55.0,1417.1957358354155
3808-HFKDE,6.159053189400812,44.35,273.154008949926
3580-REOAC,23.186300920988106,44.85,1039.9055963063165
4847-TAJYI,9.204901206159523,89.35,822.4579227703533
1563-IWQEX,32.519368322901684,19.7,640.6315559611631
8203-XJZRC,43.28443212913924,20.25,876.5097506150696
0895-LMRSF,39.17595379892089,64.9,2542.5194015499656
8266-VBFQL,23.010379564072775,90.4,2080.138312592179
1098-TDVUQ,48.247708838672466,19.25,928.768395144445
7563-BIUPC,8.104496175710395,80.6,653.2223917622578
3973-SKMLN,0.9527329436873397,19.9,18.95938557937806
8705-WZCYL,15.711705574437541,44.8,703.8844097348018
5804-LEPIM,8.841462761130009,70.35,621.996905245496
9498-FIMXL,55.13821417570301,19.2,1058.6537121734978
9639-BUJXT,7.144041622505932,20.5,146.45285326137162
5924-SNGKP,27.8440201481848,20.25,563.8414080007421
2034-GDRCN,10.09056822060909,90.4,912.1873671430617
6243-OZGFH,7.757870103325226,44.95,348.71626114446894
5160-UXJED,39.584682640950156,44.6,1765.476845786377
4115-NZRKS,8.737107999055034,89.15,778.9131781157563
4572-DVCGN,14.991043664441007,80.25,1203.0312540713908
9294-TDIPC,41.113346313650496,20.2,830.48959553574
5176-LMJXE,23.858930640664866,20.55,490.301024665663
3583-KRKMD,17.67846428726591,75.9,1341.7954394034828
1010-DIAUQ,31.427974818445385,96.5,3032.79956997998
7302-ZHMHP,41.424323322745884,19.15,793.2757916305836
6158-HDPXZ,21.016491502508273,25.35,532.7680595885847
5522-JBWMO,20.651583483440852,44.0,908.6696732713975
0224-RLWWD,14.984682665707885,44.3,663.8214420908593
9967-ATRFS,27.44124370739089,19.9,546.0807497770786
2519-ERQOJ,15.19097467308224,54.6,829.4272171502903
2277-AXSDC,36.43516520801538,19.75,719.5945128583037
9442-JTWDL,56.915791151404626,20.05,1141.1616125856629
5495-GPSRW,50.36393991073935,19.7,992.1696162415651
7606-BPHHN,0.0,19.8,0.0
4800-VHZKI,37.780477697870175,19.9,751.8315061876165
7989-CHGTL,39.425334822050914,19.6,772.736562512198
5564-NEMQO,26.607811643351447,75.3,2003.5682167443638
5605-IYGFG,14.311592269945143,69.85,999.6647200556681
2957-LOLHO,20.568411620107984,45.4,933.8058875529024
2320-SLKMB,25.056691312062526,44.45,1113.7699288211793
3577-AMVUX,36.05879873956989,55.05,1985.0368706133222
4110-PFEUZ,11.394505133579768,69.55,792.4878320404729
4719-UMSIY,40.15024709798115,19.65,788.9523554753296
2996-XAUVF,1.7242478714734486,40.05,69.05612725251162
8896-RAZCR,27.028529635357245,19.9,537.8677397436091
4933-IKULF,48.6051184954852,20.65,1003.6956969317694
3583-EKAPL,18.074062964892818,55.0,994.073463069105
0306-JAELE,17.134431722738466,96.1,1646.6188885551664
6227-HWPWX,14.677536973838174,69.0,1012.750051194834
4612-SSVHJ,4.509244079282776,81.45,367.2779302575821
6579-JPICP,43.31697468058841,20.4,883.6662834840034
1135-LMECX,41.58135851928853,19.85,825.3899666078773
7531-GQHME,43.74882248873642,20.05,877.1638908991653
4234-XTNEA,9.459483133264511,79.95,756.2856765044977
2866-IKBTM,41.514109647115525,19.55,811.6008436011085
8138-EALND,31.71424342184974,19.75,626.3563075815324
2654-VBVPB,51.38473351106662,19.9,1022.5561968702257
2501-XWWTZ,7.522692121254961,70.2,528.0929869120982
3716-UVSPD,24.021906922250817,49.3,1184.2800112669652
7319-VENRZ,42.38157533431921,64.3,2725.135293996725
5756-JYOJT,55.92318835862873,64.9,3629.4149244750047
8270-RKSAP,5.951876782666239,70.5,419.60731317796984
2640-LYMOV,38.555487848856934,19.65,757.6153362300387
2393-DIVAI,36.082158918568716,20.0,721.6431783713743
9244-ZVAPM,20.363221727229487,45.6,928.5629107616646
5839-SUYVZ,19.879532318718027,74.55,1482.0191343604288
5173-ZXXXL,62.90445256795359,19.95,1254.943828730674
8672-OAUPW,17.47445131662151,47.85,836.1524955003393
2804-ETQDK,5.704352045039644,20.55,117.22443452556469
6464-KEXXH,25.309786468061198,25.25,639.0721083185452
5148-HKFIR,50.519710186966456,19.7,995.2382906832391
1009-IRMNA,45.93951138651497,20.0,918.7902277302994
7665-VIGUD,55.20798701909748,20.35,1123.4825358386338
7954-MLBUN,39.7630107468779,99.45,3954.4314187770074
0970-ETWGE,11.840494646427956,89.55,1060.3162955876235
0887-HJGAR,16.66603845938803,45.7,761.6379575940331
3509-GWQGF,13.335773533338275,70.0,933.5041473336793
9576-ANLXO,16.590277539931694,69.55,1153.8538029022493
2024-BASKD,13.547136320846132,74.6,1010.6163695351214
4160-AMJTL,36.480686266267625,19.65,716.8454851321587
5183-SNMJQ,27.155962069937008,95.1,2582.5319928510094
5650-VDUDS,13.547164992104545,24.25,328.5187510585352
8095-WANWK,13.276934190225829,45.25,600.7812721077188
3030-ZKIWL,43.2410090022997,20.05,866.982230496109
2800-VEQXM,12.32295458926461,74.75,921.1408555475296
7538-GWHML,10.17960952407707,69.65,709.009803351968
5533-RJFTJ,6.773298917679664,30.2,204.55362731392586
3859-CVCET,16.655823747270123,45.65,760.3383540628811
0822-GAVAP,16.36007307669283,34.7,567.6945357612414
8040-MNRTF,11.673126560946201,71.1,829.9592984832749
1536-HBSWP,22.397697780841945,49.9,1117.645119264013
8262-COGGB,39.62203447132412,20.45,810.2706049385782
9620-QJREV,22.8896652735874,20.55,470.3826213722211
2682-KEVRP,42.75491183809761,20.05,857.2359823538571
6942-LBFDP,37.06092540715334,20.55,761.6020171170012
1029-QFBEN,43.13228633425344,19.55,843.2361978346548
1853-ARAAQ,20.893121068197562,50.35,1051.9686457837472
1589-AGTLK,14.504921673584407,45.35,657.7981978970529
6621-YOBKI,39.806058330812704,20.35,810.0532870320386
1635-FJFCC,24.686368911691524,44.05,1087.4345505600115
3966-HRMZA,17.364632602681244,75.05,1303.2156768312273
8405-IGQFX,6.540126186630093,90.05,588.9383631060398
3115-CZMZD,70.56896220268452,20.25,1429.0214846043614
5730-DBDSI,5.812015798025678,19.7,114.49671122110585
0030-FNXPP,39.81608842211157,19.85,790.3493551789147
4013-GUXND,43.40365067839991,20.8,902.7959341107182
1894-IGFSG,5.269040995007758,89.25,470.26190880444244
4718-DHSMV,11.23609054424959,35.8,402.2520414841353
7817-OMJNA,54.04489582187957,20.4,1102.5158747663431
8728-SKJLR,2.230521334314169,74.25,165.61620907282708
7706-DZNKK,42.11003174260145,20.45,861.1501491361996
3900-AQPHZ,41.592559068375785,19.9,827.691925460678
0322-CHQRU,18.747899742093832,45.35,850.2172533039553
4678-DVQEO,22.95052358399474,52.2,1198.0173310845255
4257-GAESD,32.42503671992775,45.0,1459.1266523967488
7382-DFJTU,33.88363860316471,55.2,1870.3768508946923
1820-TQVEV,9.243681286362827,69.55,642.8980334665346
4785-NKHCX,50.14411580087658,20.05,1005.3895218075754
6275-YDUVO,15.368946954355273,86.2,1324.8032274654247
0295-QVKPB,42.118287408963454,63.95,2693.464479803213
9231-ZJYAM,8.320922638564126,78.85,656.1047500507813
6982-SSHFK,20.084146886979415,44.4,891.736121781886
4625-LAMOB,27.479379866479164,20.4,560.5793492761749
3027-ZTDHO,11.904430282581673,89.9,1070.2082824040924
7695-PKLCZ,3.852434653758925,20.5,78.97491040205796
4795-UXVCJ,42.693288032922666,19.8,845.3271030518688
2732-ISEZX,34.55954765901895,20.5,708.4707270098885
1764-VUUMT,5.8374361519426,19.95,116.45685123125487
3050-GBUSH,28.191874690784275,34.8,981.0772392392927
3523-BRGUW,42.933421155919625,19.3,828.6150283092488
3908-BLSYF,15.191653542606593,83.9,1274.5797322246933
4661-NJEUX,39.529538464269216,20.05,792.5672462085978
2123-AGEEN,11.771634981147628,84.35,992.9374106598024
9227-LUNBG,18.335293428858677,24.6,451.04821834992345
1051-GEJLJ,40.61077535970742,19.5,791.9101195142946
5543-QDCRY,15.06461905538992,56.4,849.6445147239915
4694-PHWFW,37.03767284894067,19.95,738.9015733363664
5993-BQHEA,56.24654531835898,20.05,1127.7432336330976
8942-DBMHZ,34.14640772541421,20.45,698.2940379847205
0347-UBKUZ,30.317655330227367,19.9,603.3213410715246
0835-DUUIQ,44.38675363784452,21.05,934.3411640766273
7567-ECMCM,11.059081943119413,79.85,883.067693158085
4208-UFFGW,21.24938151272828,44.95,955.1596989971363
4378-BZYFP,47.402636923792855,20.5,971.7540569377535
9117-SHLZX,16.66603845938803,45.7,761.6379575940331
4541-RMRLG,37.14979154091169,19.25,715.1334871625501
7764-BDPEE,42.98289638910635,20.85,896.1933897128674
7294-TMAOP,13.781259118755116,90.55,1247.8930132032758
5875-YPQFJ,9.299035153332794,69.9,650.0025572179624
3318-ISQFQ,32.311458825945444,19.5,630.0734471059361
2604-XVDAM,22.23530144359525,43.8,973.9062032294719
3717-OFRTN,52.59680992743558,19.75,1038.7869960668527
9046-JBFWA,23.985178132427325,19.15,459.31616123598326
7277-KAMWT,58.214804699929665,20.0,1164.2960939985933
6641-XRPSU,5.013903078660579,70.0,350.97321550624054
3234-VKACU,31.297261871237506,70.3,2200.1975095479966
8357-EQXFO,12.541935207907342,95.35,1195.873522073965
8917-FAEMR,33.79679075011259,19.85,670.866296389735
7047-YXDMZ,27.365542964270624,20.0,547.3108592854124
6993-OHLXR,10.061252108997149,68.95,693.7233329153535
7426-RHZGU,26.518233936887164,95.9,2543.0986345474794
3748-FVMZZ,25.26583569497785,40.05,1011.8967195838628
9391-TTOYH,21.610338970860592,19.5,421.40160993178154
7147-AYBAA,1.0890826679289776,70.35,76.61696568880356
4145-UQXUQ,12.877123931701103,92.1,1185.9831141096715
4581-LNWUM,20.308495166086413,49.15,998.1625374131471
1236-WFCDV,21.824897080519484,90.45,1974.0619409329875
1915-OAKWD,51.27062284998394,19.3,989.52302100469
4026-SKKHW,23.59383672085918,50.25,1185.5902952231738
2829-HYVZP,36.26720339211827,19.8,718.0906271639418
8329-IBCTI,41.536534610301345,19.65,816.1929050924214
1271-SJBGZ,27.506128081530626,43.65,1200.6424907588118
5669-SRAIP,24.527598142572455,39.5,968.840126631612
3486-NPGST,30.425127924369804,19.55,594.8112509214296
6941-PMGEP,7.831545060777171,80.0,626.5236048621737
6166-ILMNY,21.079096449020827,69.75,1470.2669773192026
7771-ZONAT,49.11699024117614,56.75,2787.3891961867457
2111-DWYHN,43.468558011037,21.1,917.1865740328807
0301-KOBTQ,39.163610497693966,20.05,785.2303904787641
9878-TNQGW,10.656168335451142,80.95,862.6168267547699
4441-NIHPT,8.459553936791743,74.3,628.5448575036264
8999-BOHSE,20.45163580927468,89.7,1834.511732091939
5832-TRLPB,38.21685069407417,75.35,2879.6396997984884
7439-DKZTW,10.148857890770119,80.55,817.490503101533
8717-VCTXJ,24.571220803493574,19.55,480.3673667082994
1047-NNCBF,14.013206544012029,70.55,988.6317216800486
4081-DYXAV,42.98791987309517,44.85,1928.0082063083184
0927-LCSMG,14.832584045575272,74.65,1107.2523990021941
0098-BOWSO,19.68221775850036,19.4,381.835024514907
3156-QLHBO,43.537697737283025,19.25,838.1006814426983
1641-BYBTK,36.76246126587587,20.2,742.6017175706926
0841-NULXI,18.88246065236116,35.55,671.2714761914392
8992-CEUEN,40.547793538620326,18.85,764.3259082029932
4320-QMLLA,17.271960974006674,54.85,947.3670594242661
0621-CXBKL,18.19368502259986,18.7,340.22190992261733
6479-OAUSD,43.660203964362275,19.9,868.8380588908092
0107-WESLM,38.65103433898716,19.85,767.2230316288951
0125-LZQXK,17.492125173676865,101.35,1772.82688635215
4835-YSJMR,31.569576389630605,49.8,1572.164904203604
8399-YNDCH,23.132141834961363,60.05,1389.0851171894299
0080-OROZO,25.844912268072758,99.25,2565.107542606221
3916-NRPAP,33.329583680828115,85.7,2856.3453214469696
5232-NXPAY,23.852460447235362,74.45,1775.8156802966728
5542-NKVRU,29.241408023831763,20.75,606.7592164945091
6077-BDPXA,7.185401775850467,70.15,504.0559345759103
0013-MHZWF,35.139706608160026,69.4,2438.695638606306
5494-HECPR,8.923727123004912,80.25,716.1291016211442
4291-SHSBH,6.507939358481525,69.55,452.62718238239006
3055-MJDSB,12.438538240355438,24.6,305.9880407127438
2788-CJQAQ,52.28736459120838,19.45,1016.989241299003
2120-SMPEX,21.721349451803796,20.15,437.68519145384647
5552-ZNFSJ,19.466995014603967,45.3,881.8548741615597
2223-KAGMX,38.964978534338,19.4,755.9205835661572
2833-SLKDQ,20.235156575707574,45.05,911.5938037356261
7617-EYGLW,42.326344495289206,19.45,823.247400433375
2026-TGDHM,6.933988036354173,79.3,549.8652512828859
4030-VPZBD,22.600753002052073,30.9,698.363267763409
0723-VSOBE,17.432397456583494,34.2,596.1879930151556
5529-GIBVH,24.041443829662786,20.15,484.4350931677051
9531-NSBMR,31.98565435777157,19.25,615.7238463871028
6260-ONULR,19.420521134064185,62.8,1219.6087272192308
8985-OOPOS,65.87847111211357,74.1,4881.5947094076155
2616-FLVQC,7.611040223709281,19.55,148.79583637351647
5027-XWQHA,16.07711241739679,44.75,719.4507806785064
6729-GDNGC,13.710373474509176,80.7,1106.4271393928905
4945-RVMTE,16.067150780322894,59.55,956.7988289682283
9788-YTFGE,34.488986498223056,19.95,688.0552806395499
1725-MIMXW,40.86021829928612,19.45,794.7312459211149
7206-GZCDC,9.242774052185034,69.25,640.0621031138136
7537-RBWEA,15.63629595829722,25.15,393.25284335117504
1768-ZAIFU,16.506333960353736,25.2,415.95961580091415
4671-LXRDQ,15.820041343583965,45.0,711.9018604612784
6265-FRMTQ,40.29572764067147,20.4,822.032843869698
1934-SJVJK,43.262725284641036,20.15,871.7439144855168
9269-CQOOL,30.78088164483366,54.7,1683.7142259724012
2017-CCBLH,62.38372892716481,20.0,1247.6745785432963
5469-NUJUR,51.35297112695848,19.95,1024.4917739828215
5624-RYAMH,30.419596306922003,19.5,593.182127984979
9272-LSVYH,8.422883451039029,70.15,590.865274090388
2568-BRGYX,7.791173018904424,70.2,546.9403459270906
7596-IIWYC,44.03977338639769,20.25,891.8054110745533
6567-HOOPW,9.973460730139871,79.2,789.8980898270778
4291-HPAXL,44.57095231170916,19.85,884.733403387427
3164-AALRN,53.09345521696213,70.0,3716.541865187349
3717-OEAUQ,12.319233536941784,70.7,870.9698110617842
2592-YKDIF,41.69326602125969,20.35,848.4579635326347
8714-CTZJW,26.075822824082877,82.85,2160.3819209752664
7521-YXVZY,42.79522371328552,19.95,853.7647130800461
6240-EURKS,9.821781798995339,35.0,343.7623629648369
2373-NTKOD,14.995287040727153,66.25,993.4377664481739
7560-QRBXH,20.056010992545986,19.95,400.1174193012924
6896-SRVYQ,2.7076552580076227,73.85,199.96034080386292
9046-DQMTP,23.93546656532395,20.75,496.66093123047193
5777-KJIRB,20.67070563499534,50.25,1038.702958158516
0506-LVNGN,25.265546392331512,75.55,1908.8120299406457
2958-NHPPS,25.460497682771763,20.85,530.8513766857913
6806-YDEUL,48.000832945143756,19.5,936.0162424303032
7893-IXHRQ,42.56896705206981,20.55,874.7922729200346
4763-PGDPO,9.254671484806694,70.4,651.5288725303914
6979-TNDEU,35.529517969251465,19.2,682.1667450096281
5067-DGXLL,42.38355920849588,20.25,858.2670739720417
6281-FKEWS,18.846065903281445,49.05,924.3995325559548
8898-KASCD,26.5787351938288,35.55,944.8740361406137
9290-SHCMB,11.460204327367673,96.85,1109.9207891055592
8605-ITULD,41.514109647115525,19.55,811.6008436011085
3195-TQDZX,37.01146515909293,20.25,749.4821694716318
7041-TXQJH,13.43154767153772,40.2,539.9482163958164
5014-GSOUQ,57.553739175664454,19.95,1148.1970965545058
1769-GRUIK,3.1416761086972644,71.1,223.3731713283755
7427-AUFPY,17.6131468834647,19.65,346.09833626008134
1092-GANHU,7.4343408464872045,76.65,569.8422258832443
0661-XEYAN,17.41476943586272,25.8,449.30105144525817
5799-JRCZO,8.766380828988444,19.5,170.94442616527465
1925-GMVBW,48.92252017086987,20.55,1005.3577895113759
9327-QSDED,15.442409811958042,43.55,672.5169473107727
8096-LOIST,8.184992288639775,56.2,459.99656662155536
4881-GQJTW,41.94738445393408,19.6,822.168735297108
8519-QJGJD,9.69133329111313,75.35,730.2419634853743
2429-AYKKO,0.0,19.85,0.0
9798-OPFEM,24.787784992991536,21.1,523.0222633521214
7114-AEOZE,11.666410477838635,19.85,231.57824798509694
4237-RLAQD,16.698462751789684,45.85,765.6245171695571
9313-QOLTZ,23.950356561616893,20.9,500.562452137793
9818-XQCUV,40.80019235142473,20.35,830.2839143514932
3223-DWFIO,11.678300962036984,69.35,809.8901717172647
2812-SFXMJ,44.613171436704704,20.05,894.4940873059294
7675-OZCZG,18.048602109143182,45.0,812.1870949114432
5312-TSZVC,50.34443366250236,19.65,989.2681214681713
1205-WNWPJ,20.06817427044712,59.5,1194.0563690916035
8246-SHFGA,39.59286514902416,21.1,835.40945464441
6032-KRXXO,2.7105205240533516,90.25,244.62447729581498
7941-RCJOW,6.768016459846855,19.55,132.31472179000602
2387-KDZQY,47.37198550782117,20.1,952.1769087072056
3374-PZLXD,18.278072360296246,19.7,360.07802549783605
1478-VPOAD,17.480999205281076,43.8,765.6677651913111
2988-PLAHS,53.45159571771125,69.95,3738.939120453902
4999-IEZLT,4.594471778455041,29.45,135.30719387550096
4690-LLKUA,9.36252100823583,45.05,421.7815714210241
8580-AECUZ,11.209072917170772,79.1,886.6376677482081
2058-DCJBE,7.3048765456489,69.75,509.5151390590108
8388-DMKAE,62.388123187509535,20.25,1263.3594945470682
5047-LHVLY,26.40116130387483,50.15,1324.0182393893226
6311-UEUME,1.6547896323273208,78.9,130.56290199062562
0999-QXNSA,15.941337829975945,45.75,729.3162057213995
4735-BJKOU,30.86592563987285,20.15,621.9484016434378
0375-HVGXO,15.751737530628633,34.7,546.5852923128136
6223-DHJGV,24.229432460164936,20.65,500.3377803024059
6961-MJKBO,24.483138982601815,20.45,500.6801921942071
4854-CIDCF,16.321740777091843,73.85,1205.3605563882325
8640-SDGKB,32.23680293671871,74.4,2398.4181384918725
5515-RUGKN,26.966996215501325,54.75,1476.4430427986977
7279-NMVJC,50.81073761694563,19.9,1011.133678577218
8375-DKEBR,9.298124602861398,69.6,647.1494723591533
1015-OWJKI,43.023329061089385,19.05,819.5944186137529
7511-YMXVQ,14.913759579188971,45.4,677.0846848951793
7551-JOHTI,41.50289391808337,19.5,809.3064314026258
9804-ICWBG,9.299035153332794,69.9,650.0025572179624
4137-JOPHL,20.87453209573858,89.7,1872.4455289877508
0134-XWXCE,24.88736297162645,74.85,1862.8191184262398
5848-FHRFC,3.84057166117873,20.05,77.00346180663354
2243-FNMMI,27.977726446184562,19.4,542.7678930559805
6519-CFDBX,13.662112135393533,45.4,620.2598909468664
3055-VTCGS,6.941994935423967,58.55,406.45380346907325
7156-MHUGY,7.819904170628586,90.5,707.7013274418871
7198-GLXTC,12.187489901590345,79.0,962.8117022256372
0516-VRYBW,50.12950336076942,20.15,1010.1094927195037
8380-PEFPE,10.64608528551205,71.65,762.7920107069385
5687-DKDTV,39.070960697385345,20.35,795.0940501917918
3096-IZETN,16.907228956278754,78.1,1320.4545814853707
0839-QNXME,41.27387750712006,19.4,800.7132236381292
6650-VJONK,27.835758157746362,43.85,1220.597995217178
2178-PMGCJ,3.244443793602645,69.7,226.13773241410436
6910-HADCM,16.577093637985097,76.35,1265.661099260162
0817-HSUSE,34.99329611635843,75.5,2641.9938567850613
1663-MHLHE,43.05604080943623,19.2,826.6759835411757
7321-KKSDU,38.89283259480243,20.5,797.3030681934498
8080-DDEMJ,21.193931880927988,45.1,955.8463278298523
6365-MTGZX,8.460250009440301,96.0,812.1840009062689
1349-WXNGG,52.64626251354743,20.05,1055.557563396626
7369-TRPFD,46.583923898220306,18.8,875.7777692865418
7190-XHTWJ,28.60269521516723,19.3,552.0320176527275
0621-TWIEM,10.937487700059874,45.55,498.20256473772724
3669-OYSJI,34.16651282879336,46.2,1578.4928926902533
1612-EOHDH,17.779594922261207,45.15,802.7487107400934
7054-LGEQW,18.760513805149976,45.95,862.0456093466415
3961-SXAXY,27.88544476958169,44.05,1228.3538421000733
3566-HJGPK,16.633641207590212,45.55,757.6623570057342
0463-WZZKO,49.23472668001323,20.75,1021.6205786102746
3494-JCHRQ,9.322820051579336,70.05,653.0635446131325
4193-ORFCL,20.31528378978421,45.1,916.2192989192679
6689-TCZHQ,11.708784262272491,78.95,924.4085175064132
5777-ZPQNC,52.4970598213836,20.15,1057.8157554008794
3318-NMQXL,11.082775061671088,92.0,1019.6153056737401
8232-UTFOZ,2.8815162146330584,19.95,57.486248481929515
3221-CJMSG,21.94821633146609,51.1,1121.5538545379172
3946-MHCZW,27.207271976938483,50.9,1384.8501436261688
2792-VPPET,37.06922814852432,20.5,759.9191770447485
3247-MHJKM,43.27357988717393,20.2,874.1263137209133
1964-SVLEA,44.557303213981434,19.7,877.7788733154342
7297-DVYGA,18.239119061143054,19.85,362.04651336368966
7243-LCGGZ,41.81611174210553,20.9,873.9567354100054
8267-KFGYD,41.22195436474953,21.05,867.7221393779776
9261-WDCAF,21.181227340712066,54.65,1157.5540741699144
3764-MNMOI,25.49926979127128,19.2,489.58597999240857
0420-BWTPW,17.887319699036404,25.5,456.12665232542827
8183-ONMXC,12.288208226268901,80.75,992.2728142712137
7967-HYCDE,19.03120477449945,70.7,1345.5061775571112
4425-OWHWB,47.456300540481486,19.35,918.2794154583169
4703-MQYKT,49.64474186159376,19.6,973.0369404872378
3190-FZATL,33.73872884349469,19.95,673.0876404277191
8022-BECSI,43.824216144510395,19.6,858.9546364324038
8000-REIQB,9.353677049360744,69.95,654.2897096027841
7020-OZKXZ,26.309742641480153,75.5,1986.3855694317515
3977-QCRSL,38.18875567390046,20.15,769.5034268290942
1447-PJGGA,12.915341714921848,95.25,1230.186298346306
8086-OVPWV,10.526034045827814,80.2,844.1879304753907
7328-OWMOM,37.86363073229844,20.1,761.0589777191987
7065-YUNRY,15.034955596151482,45.3,681.0834885056621
8272-ONJLV,43.846051872002015,95.7,4196.067164150593
4452-ROHMO,55.451429487600834,19.6,1086.8480179569765
8305-VHZBZ,39.56423879377861,20.2,799.1976236343278
8309-IEYJD,10.039922591444572,70.6,708.8185349559867
3546-GHEAE,63.490856941649206,19.45,1234.897167515077
6557-BZXLQ,6.921646495329293,69.65,482.0926783996853
2550-QHZGP,58.02571329015455,19.5,1131.5014091580138
2538-OIMXF,20.64956713068318,24.7,510.04430812787456
9961-JBNMK,18.913983269287566,96.8,1830.8735804670364
5986-WWXDV,30.227753622452227,19.35,584.9070325944506
3061-BCKYI,32.498496808652966,19.9,646.720086492194
7228-PAQPD,51.3108818521588,59.1,3032.4731174625854
3177-LASXD,11.08031917907068,71.35,790.5807734266929
4897-QSUYC,37.839632343188825,20.15,762.4685917152548
1084-UQCHV,25.159020230732423,69.75,1754.8416610935865
8957-THMOA,21.554205541864672,20.15,434.3172416685731
1057-FOGLZ,28.102901400028948,19.65,552.2220125105688
9300-RENDD,10.048953935481514,79.95,803.413867141747
0761-AETCS,40.65026146913703,19.3,784.5500463543447
8087-LGYHQ,12.705692793036205,94.05,1194.970407185055
0842-IWYCP,5.8869269641805495,44.95,264.61736703991573
3744-ZBHON,39.097417848531755,20.2,789.7678405403415
0673-IGUQO,43.32781746924992,20.45,886.0538672461608
5858-EAFCZ,20.095749809451956,44.45,893.2560790301395
8051-HJRLT,9.449379113068712,70.55,666.6536964269976
8974-OVACP,41.64852917762546,20.15,839.2178629291531
8160-HOWOX,14.16200393001219,66.85,946.7299627213148
1763-WQFUK,23.65411003231199,50.5,1194.5325566317556
1391-UBDAR,11.797109965932274,72.9,860.0093165164628
2023-VQFDL,28.686981012445887,19.0,545.0526392364718
1345-GKDZZ,40.12974571232239,19.55,784.5365286759028
4335-UPJSI,46.673844485477524,19.75,921.8084285881811
2737-YNGYW,12.250612766829867,80.55,986.7868583681458
5159-YFPKQ,12.440905731299916,75.8,943.0206544325335
5039-LZRQT,51.821730809424935,20.2,1046.7989623503836
3995-WFCSM,26.33959857062374,60.85,1602.7645730224544
1895-QTKDO,31.808489945069923,43.95,1397.9831330858233
2038-OEQZH,18.458425813265926,86.05,1588.347541231533
1178-PZGAB,49.18027296976305,20.25,995.9005276377018
7927-AUXBZ,6.082544436859514,85.15,517.9286587985877
7311-MQJCH,59.1305343060321,19.55,1156.0019456829275
6844-DZKRF,37.89160468868235,50.2,1902.158555371854
3689-MOZGR,8.723371480568531,31.2,272.16919019373813
3988-RQIXO,12.216598106241685,91.3,1115.375407099866
